county,state,state_abb,year,total_population
dallam county,texas,TX,2019,7287
dallas county,texas,TX,2010,2372993
dallas county,texas,TX,2011,2408697
dallas county,texas,TX,2012,2455930
dallas county,texas,TX,2013,2484486
dallas county,texas,TX,2014,2519410
dallas county,texas,TX,2015,2557830
dallas county,texas,TX,2016,2591488
dallas county,texas,TX,2017,2620154
dallas county,texas,TX,2018,2629350
dallas county,texas,TX,2019,2635516
dawson county,texas,TX,2010,13826
dawson county,texas,TX,2011,13747
dawson county,texas,TX,2012,13611
dawson county,texas,TX,2013,13219
dawson county,texas,TX,2014,13445
dawson county,texas,TX,2015,12987
dawson county,texas,TX,2016,12999
dawson county,texas,TX,2017,12744
dawson county,texas,TX,2018,12605
dawson county,texas,TX,2019,12728
deaf smith county,texas,TX,2010,19467
deaf smith county,texas,TX,2011,19522
deaf smith county,texas,TX,2012,19373
deaf smith county,texas,TX,2013,19180
deaf smith county,texas,TX,2014,19123
deaf smith county,texas,TX,2015,18825
deaf smith county,texas,TX,2016,18846
deaf smith county,texas,TX,2017,18753
deaf smith county,texas,TX,2018,18711
deaf smith county,texas,TX,2019,18546
delta county,texas,TX,2010,5242
delta county,texas,TX,2011,5147
delta county,texas,TX,2012,5242
delta county,texas,TX,2013,5120
delta county,texas,TX,2014,5142
delta county,texas,TX,2015,5159
delta county,texas,TX,2016,5147
delta county,texas,TX,2017,5276
delta county,texas,TX,2018,5332
delta county,texas,TX,2019,5331
denton county,texas,TX,2010,666760
denton county,texas,TX,2011,685740
denton county,texas,TX,2012,707892
denton county,texas,TX,2013,728624
denton county,texas,TX,2014,753188
denton county,texas,TX,2015,779584
denton county,texas,TX,2016,808212
denton county,texas,TX,2017,835364
denton county,texas,TX,2018,858741
denton county,texas,TX,2019,887207
dewitt county,texas,TX,2010,20054
dewitt county,texas,TX,2011,20205
dewitt county,texas,TX,2012,20358
dewitt county,texas,TX,2013,20377
dewitt county,texas,TX,2014,20518
dewitt county,texas,TX,2015,20632
dewitt county,texas,TX,2016,20623
dewitt county,texas,TX,2017,20180
dewitt county,texas,TX,2018,20106
dewitt county,texas,TX,2019,20160
dickens county,texas,TX,2010,2447
dickens county,texas,TX,2011,2401
dickens county,texas,TX,2012,2322
dickens county,texas,TX,2013,2297
dickens county,texas,TX,2014,2215
dickens county,texas,TX,2015,2204
dickens county,texas,TX,2016,2193
dickens county,texas,TX,2017,2190
dickens county,texas,TX,2018,2218
dickens county,texas,TX,2019,2211
dimmit county,texas,TX,2010,10043
dimmit county,texas,TX,2011,10109
dimmit county,texas,TX,2012,10471
dimmit county,texas,TX,2013,10894
dimmit county,texas,TX,2014,10987
dimmit county,texas,TX,2015,10910
dimmit county,texas,TX,2016,10679
dimmit county,texas,TX,2017,10282
dimmit county,texas,TX,2018,10195
dimmit county,texas,TX,2019,10124
donley county,texas,TX,2010,3734
donley county,texas,TX,2011,3686
donley county,texas,TX,2012,3645
donley county,texas,TX,2013,3561
donley county,texas,TX,2014,3483
donley county,texas,TX,2015,3391
donley county,texas,TX,2016,3387
donley county,texas,TX,2017,3340
donley county,texas,TX,2018,3315
donley county,texas,TX,2019,3278
duval county,texas,TX,2010,11724
duval county,texas,TX,2011,11796
duval county,texas,TX,2012,11582
duval county,texas,TX,2013,11581
duval county,texas,TX,2014,11509
duval county,texas,TX,2015,11336
duval county,texas,TX,2016,11431
duval county,texas,TX,2017,11270
duval county,texas,TX,2018,11147
duval county,texas,TX,2019,11157
eastland county,texas,TX,2010,18594
eastland county,texas,TX,2011,18582
eastland county,texas,TX,2012,18459
eastland county,texas,TX,2013,18279
eastland county,texas,TX,2014,18257
eastland county,texas,TX,2015,18152
eastland county,texas,TX,2016,18240
eastland county,texas,TX,2017,18294
eastland county,texas,TX,2018,18319
eastland county,texas,TX,2019,18360
ector county,texas,TX,2010,137075
ector county,texas,TX,2011,139642
ector county,texas,TX,2012,144495
ector county,texas,TX,2013,149656
ector county,texas,TX,2014,154588
ector county,texas,TX,2015,159903
ector county,texas,TX,2016,157858
ector county,texas,TX,2017,156951
ector county,texas,TX,2018,161960
ector county,texas,TX,2019,166223
edwards county,texas,TX,2010,1999
edwards county,texas,TX,2011,1979
edwards county,texas,TX,2012,1990
edwards county,texas,TX,2013,1899
edwards county,texas,TX,2014,1904
edwards county,texas,TX,2015,1910
edwards county,texas,TX,2016,1908
edwards county,texas,TX,2017,1929
edwards county,texas,TX,2018,1908
edwards county,texas,TX,2019,1932
ellis county,texas,TX,2010,150367
ellis county,texas,TX,2011,152373
ellis county,texas,TX,2012,153739
ellis county,texas,TX,2013,155928
ellis county,texas,TX,2014,159204
ellis county,texas,TX,2015,163292
ellis county,texas,TX,2016,168332
ellis county,texas,TX,2017,173405
ellis county,texas,TX,2018,179006
ellis county,texas,TX,2019,184826
el paso county,texas,TX,2010,803576
el paso county,texas,TX,2011,819896
el paso county,texas,TX,2012,832310
el paso county,texas,TX,2013,830864
el paso county,texas,TX,2014,833783
el paso county,texas,TX,2015,831898
el paso county,texas,TX,2016,834949
el paso county,texas,TX,2017,837401
el paso county,texas,TX,2018,836825
el paso county,texas,TX,2019,839238
erath county,texas,TX,2010,37912
erath county,texas,TX,2011,38922
erath county,texas,TX,2012,39405
erath county,texas,TX,2013,39886
erath county,texas,TX,2014,40514
erath county,texas,TX,2015,41191
erath county,texas,TX,2016,41372
erath county,texas,TX,2017,41723
erath county,texas,TX,2018,42223
erath county,texas,TX,2019,42698
falls county,texas,TX,2010,17891
falls county,texas,TX,2011,17848
falls county,texas,TX,2012,17570
falls county,texas,TX,2013,17242
falls county,texas,TX,2014,17210
falls county,texas,TX,2015,17216
falls county,texas,TX,2016,17276
falls county,texas,TX,2017,17340
falls county,texas,TX,2018,17231
falls county,texas,TX,2019,17297
fannin county,texas,TX,2010,33920
fannin county,texas,TX,2011,33878
fannin county,texas,TX,2012,33601
fannin county,texas,TX,2013,33510
fannin county,texas,TX,2014,33593
fannin county,texas,TX,2015,33502
fannin county,texas,TX,2016,33933
fannin county,texas,TX,2017,34550
fannin county,texas,TX,2018,35185
fannin county,texas,TX,2019,35514
fayette county,texas,TX,2010,24556
fayette county,texas,TX,2011,24749
fayette county,texas,TX,2012,24661
fayette county,texas,TX,2013,24721
fayette county,texas,TX,2014,24782
fayette county,texas,TX,2015,24945
fayette county,texas,TX,2016,25018
fayette county,texas,TX,2017,25119
fayette county,texas,TX,2018,25278
fayette county,texas,TX,2019,25346
fisher county,texas,TX,2010,3959
fisher county,texas,TX,2011,3947
fisher county,texas,TX,2012,3838
fisher county,texas,TX,2013,3859
fisher county,texas,TX,2014,3874
fisher county,texas,TX,2015,3877
fisher county,texas,TX,2016,3877
fisher county,texas,TX,2017,3874
fisher county,texas,TX,2018,3821
fisher county,texas,TX,2019,3830
floyd county,texas,TX,2010,6403
floyd county,texas,TX,2011,6368
floyd county,texas,TX,2012,6348
floyd county,texas,TX,2013,6245
floyd county,texas,TX,2014,5947
floyd county,texas,TX,2015,5843
floyd county,texas,TX,2016,5847
floyd county,texas,TX,2017,5830
floyd county,texas,TX,2018,5783
floyd county,texas,TX,2019,5712
foard county,texas,TX,2010,1344
foard county,texas,TX,2011,1361
foard county,texas,TX,2012,1310
foard county,texas,TX,2013,1286
foard county,texas,TX,2014,1275
foard county,texas,TX,2015,1225
foard county,texas,TX,2016,1200
foard county,texas,TX,2017,1202
foard county,texas,TX,2018,1191
foard county,texas,TX,2019,1155
fort bend county,texas,TX,2010,590253
fort bend county,texas,TX,2011,606064
fort bend county,texas,TX,2012,624824
fort bend county,texas,TX,2013,651847
fort bend county,texas,TX,2014,684048
fort bend county,texas,TX,2015,715331
fort bend county,texas,TX,2016,744160
fort bend county,texas,TX,2017,767712
fort bend county,texas,TX,2018,788081
fort bend county,texas,TX,2019,811688
franklin county,texas,TX,2010,10607
franklin county,texas,TX,2011,10562
franklin county,texas,TX,2012,10637
franklin county,texas,TX,2013,10615
franklin county,texas,TX,2014,10563
franklin county,texas,TX,2015,10603
franklin county,texas,TX,2016,10677
franklin county,texas,TX,2017,10798
franklin county,texas,TX,2018,10778
franklin county,texas,TX,2019,10725
freestone county,texas,TX,2010,19803
freestone county,texas,TX,2011,19602
freestone county,texas,TX,2012,19484
freestone county,texas,TX,2013,19597
freestone county,texas,TX,2014,19677
freestone county,texas,TX,2015,19746
freestone county,texas,TX,2016,19669
freestone county,texas,TX,2017,19649
freestone county,texas,TX,2018,19789
freestone county,texas,TX,2019,19717
frio county,texas,TX,2010,17256
frio county,texas,TX,2011,17492
frio county,texas,TX,2012,17931
frio county,texas,TX,2013,18400
frio county,texas,TX,2014,18938
frio county,texas,TX,2015,19361
frio county,texas,TX,2016,19584
frio county,texas,TX,2017,19895
frio county,texas,TX,2018,20211
frio county,texas,TX,2019,20306
gaines county,texas,TX,2010,17588
gaines county,texas,TX,2011,17908
gaines county,texas,TX,2012,18307
gaines county,texas,TX,2013,18807
gaines county,texas,TX,2014,19335
gaines county,texas,TX,2015,20217
gaines county,texas,TX,2016,20446
gaines county,texas,TX,2017,20553
gaines county,texas,TX,2018,20820
gaines county,texas,TX,2019,21492
galveston county,texas,TX,2010,292484
galveston county,texas,TX,2011,295605
galveston county,texas,TX,2012,301049
galveston county,texas,TX,2013,306589
galveston county,texas,TX,2014,313367
galveston county,texas,TX,2015,320974
galveston county,texas,TX,2016,328820
galveston county,texas,TX,2017,334633
galveston county,texas,TX,2018,337858
galveston county,texas,TX,2019,342139
garza county,texas,TX,2010,6467
garza county,texas,TX,2011,6560
garza county,texas,TX,2012,6418
garza county,texas,TX,2013,6371
garza county,texas,TX,2014,6417
garza county,texas,TX,2015,6391
garza county,texas,TX,2016,6212
garza county,texas,TX,2017,6490
garza county,texas,TX,2018,6243
garza county,texas,TX,2019,6229
gillespie county,texas,TX,2010,24874
gillespie county,texas,TX,2011,25039
gillespie county,texas,TX,2012,25175
gillespie county,texas,TX,2013,25363
gillespie county,texas,TX,2014,25473
gillespie county,texas,TX,2015,25916
gillespie county,texas,TX,2016,26206
gillespie county,texas,TX,2017,26483
gillespie county,texas,TX,2018,26702
gillespie county,texas,TX,2019,26988
glasscock county,texas,TX,2010,1232
glasscock county,texas,TX,2011,1238
glasscock county,texas,TX,2012,1280
glasscock county,texas,TX,2013,1271
glasscock county,texas,TX,2014,1328
glasscock county,texas,TX,2015,1380
glasscock county,texas,TX,2016,1365
glasscock county,texas,TX,2017,1363
glasscock county,texas,TX,2018,1391
glasscock county,texas,TX,2019,1409
goliad county,texas,TX,2010,7219
goliad county,texas,TX,2011,7208
goliad county,texas,TX,2012,7331
goliad county,texas,TX,2013,7452
goliad county,texas,TX,2014,7506
goliad county,texas,TX,2015,7513
goliad county,texas,TX,2016,7512
goliad county,texas,TX,2017,7552
goliad county,texas,TX,2018,7588
goliad county,texas,TX,2019,7658
gonzales county,texas,TX,2010,19797
gonzales county,texas,TX,2011,19755
gonzales county,texas,TX,2012,19930
gonzales county,texas,TX,2013,20143
gonzales county,texas,TX,2014,20347
gonzales county,texas,TX,2015,20510
gonzales county,texas,TX,2016,20787
gonzales county,texas,TX,2017,20742
gonzales county,texas,TX,2018,20781
gonzales county,texas,TX,2019,20837
gray county,texas,TX,2010,22470
gray county,texas,TX,2011,22661
gray county,texas,TX,2012,22920
gray county,texas,TX,2013,22996
gray county,texas,TX,2014,23432
gray county,texas,TX,2015,23265
gray county,texas,TX,2016,22741
gray county,texas,TX,2017,22106
gray county,texas,TX,2018,22051
gray county,texas,TX,2019,21886
grayson county,texas,TX,2010,121034
grayson county,texas,TX,2011,121430
grayson county,texas,TX,2012,121854
grayson county,texas,TX,2013,122362
grayson county,texas,TX,2014,123599
grayson county,texas,TX,2015,125628
grayson county,texas,TX,2016,128291
grayson county,texas,TX,2017,131152
grayson county,texas,TX,2018,133787
grayson county,texas,TX,2019,136212
gregg county,texas,TX,2010,121984
gregg county,texas,TX,2011,122656
gregg county,texas,TX,2012,123089
gregg county,texas,TX,2013,123233
gregg county,texas,TX,2014,123146
gregg county,texas,TX,2015,123800
gregg county,texas,TX,2016,123367
gregg county,texas,TX,2017,122852
gregg county,texas,TX,2018,123251
gregg county,texas,TX,2019,123945
grimes county,texas,TX,2010,26616
grimes county,texas,TX,2011,26655
grimes county,texas,TX,2012,26679
grimes county,texas,TX,2013,26792
grimes county,texas,TX,2014,26997
grimes county,texas,TX,2015,27299
grimes county,texas,TX,2016,27494
grimes county,texas,TX,2017,27955
grimes county,texas,TX,2018,28291
grimes county,texas,TX,2019,28880
guadalupe county,texas,TX,2010,132587
guadalupe county,texas,TX,2011,135809
guadalupe county,texas,TX,2012,139641
guadalupe county,texas,TX,2013,142881
guadalupe county,texas,TX,2014,146811
guadalupe county,texas,TX,2015,150578
guadalupe county,texas,TX,2016,154492
guadalupe county,texas,TX,2017,159639
guadalupe county,texas,TX,2018,163276
guadalupe county,texas,TX,2019,166847
hale county,texas,TX,2010,36269
hale county,texas,TX,2011,36381
hale county,texas,TX,2012,36258
hale county,texas,TX,2013,35676
hale county,texas,TX,2014,34451
hale county,texas,TX,2015,34034
hale county,texas,TX,2016,34107
hale county,texas,TX,2017,33954
hale county,texas,TX,2018,33631
hale county,texas,TX,2019,33406
hall county,texas,TX,2010,3359
hall county,texas,TX,2011,3312
hall county,texas,TX,2012,3268
hall county,texas,TX,2013,3164
hall county,texas,TX,2014,3075
hall county,texas,TX,2015,3094
hall county,texas,TX,2016,3113
hall county,texas,TX,2017,3042
hall county,texas,TX,2018,3025
hall county,texas,TX,2019,2964
hamilton county,texas,TX,2010,8465
hamilton county,texas,TX,2011,8389
hamilton county,texas,TX,2012,8249
hamilton county,texas,TX,2013,8241
hamilton county,texas,TX,2014,8160
hamilton county,texas,TX,2015,8080
hamilton county,texas,TX,2016,8237
hamilton county,texas,TX,2017,8407
hamilton county,texas,TX,2018,8477
hamilton county,texas,TX,2019,8461
hansford county,texas,TX,2010,5599
hansford county,texas,TX,2011,5580
hansford county,texas,TX,2012,5534
hansford county,texas,TX,2013,5547
hansford county,texas,TX,2014,5561
hansford county,texas,TX,2015,5654
hansford county,texas,TX,2016,5592
hansford county,texas,TX,2017,5485
hansford county,texas,TX,2018,5470
hansford county,texas,TX,2019,5399
hardeman county,texas,TX,2010,4159
hardeman county,texas,TX,2011,4159
hardeman county,texas,TX,2012,4097
hardeman county,texas,TX,2013,4065
hardeman county,texas,TX,2014,3990
hardeman county,texas,TX,2015,3920
hardeman county,texas,TX,2016,3982
hardeman county,texas,TX,2017,3959
hardeman county,texas,TX,2018,3929
hardeman county,texas,TX,2019,3933
hardin county,texas,TX,2010,54784
hardin county,texas,TX,2011,55070
hardin county,texas,TX,2012,55122
hardin county,texas,TX,2013,55305
hardin county,texas,TX,2014,55510
hardin county,texas,TX,2015,55758
hardin county,texas,TX,2016,56242
hardin county,texas,TX,2017,57117
hardin county,texas,TX,2018,57107
hardin county,texas,TX,2019,57602
harris county,texas,TX,2010,4107666
harris county,texas,TX,2011,4179568
harris county,texas,TX,2012,4263094
harris county,texas,TX,2013,4353187
harris county,texas,TX,2014,4455994
harris county,texas,TX,2015,4557846
harris county,texas,TX,2016,4623960
harris county,texas,TX,2017,4657972
harris county,texas,TX,2018,4680045
harris county,texas,TX,2019,4713325
harrison county,texas,TX,2010,65765
harrison county,texas,TX,2011,66338
harrison county,texas,TX,2012,66256
harrison county,texas,TX,2013,66267
harrison county,texas,TX,2014,66581
harrison county,texas,TX,2015,66685
harrison county,texas,TX,2016,66611
harrison county,texas,TX,2017,66468
harrison county,texas,TX,2018,66584
harrison county,texas,TX,2019,66553
hartley county,texas,TX,2010,6064
hartley county,texas,TX,2011,6031
hartley county,texas,TX,2012,6090
hartley county,texas,TX,2013,5999
hartley county,texas,TX,2014,6055
hartley county,texas,TX,2015,5702
hartley county,texas,TX,2016,5740
hartley county,texas,TX,2017,5716
hartley county,texas,TX,2018,5611
hartley county,texas,TX,2019,5576
haskell county,texas,TX,2010,5879
haskell county,texas,TX,2011,5959
haskell county,texas,TX,2012,5885
haskell county,texas,TX,2013,5901
haskell county,texas,TX,2014,5811
haskell county,texas,TX,2015,5821
haskell county,texas,TX,2016,5751
haskell county,texas,TX,2017,5699
haskell county,texas,TX,2018,5699
haskell county,texas,TX,2019,5658
hays county,texas,TX,2010,158214
hays county,texas,TX,2011,163270
hays county,texas,TX,2012,168519
hays county,texas,TX,2013,176035
hays county,texas,TX,2014,184854
hays county,texas,TX,2015,194662
hays county,texas,TX,2016,204546
hays county,texas,TX,2017,214726
hays county,texas,TX,2018,222706
hays county,texas,TX,2019,230191
hemphill county,texas,TX,2010,3795
hemphill county,texas,TX,2011,3956
hemphill county,texas,TX,2012,4093
hemphill county,texas,TX,2013,4153
hemphill county,texas,TX,2014,4165
hemphill county,texas,TX,2015,4277
hemphill county,texas,TX,2016,4101
hemphill county,texas,TX,2017,3929
hemphill county,texas,TX,2018,3845
hemphill county,texas,TX,2019,3819
henderson county,texas,TX,2010,78665
henderson county,texas,TX,2011,78837
henderson county,texas,TX,2012,78992
henderson county,texas,TX,2013,78669
henderson county,texas,TX,2014,79324
henderson county,texas,TX,2015,79492
henderson county,texas,TX,2016,80062
henderson county,texas,TX,2017,80954
henderson county,texas,TX,2018,82103
henderson county,texas,TX,2019,82737
hidalgo county,texas,TX,2010,779149
hidalgo county,texas,TX,2011,795517
hidalgo county,texas,TX,2012,808334
hidalgo county,texas,TX,2013,818619
hidalgo county,texas,TX,2014,829819
hidalgo county,texas,TX,2015,839667
hidalgo county,texas,TX,2016,848960
hidalgo county,texas,TX,2017,856249
hidalgo county,texas,TX,2018,862298
hidalgo county,texas,TX,2019,868707
hill county,texas,TX,2010,35144
hill county,texas,TX,2011,35200
hill county,texas,TX,2012,35157
hill county,texas,TX,2013,34851
hill county,texas,TX,2014,34767
hill county,texas,TX,2015,34828
hill county,texas,TX,2016,35102
hill county,texas,TX,2017,35703
hill county,texas,TX,2018,36165
hill county,texas,TX,2019,36649
hockley county,texas,TX,2010,22853
hockley county,texas,TX,2011,22931
hockley county,texas,TX,2012,23074
hockley county,texas,TX,2013,23408
hockley county,texas,TX,2014,23463
hockley county,texas,TX,2015,23310
hockley county,texas,TX,2016,23043
hockley county,texas,TX,2017,22977
hockley county,texas,TX,2018,22971
hockley county,texas,TX,2019,23021
hood county,texas,TX,2010,51268
hood county,texas,TX,2011,51563
hood county,texas,TX,2012,52129
hood county,texas,TX,2013,52860
hood county,texas,TX,2014,53812
hood county,texas,TX,2015,55227
hood county,texas,TX,2016,56569
hood county,texas,TX,2017,57973
hood county,texas,TX,2018,60177
hood county,texas,TX,2019,61643
hopkins county,texas,TX,2010,35208
hopkins county,texas,TX,2011,35259
hopkins county,texas,TX,2012,35312
hopkins county,texas,TX,2013,35299
hopkins county,texas,TX,2014,35686
hopkins county,texas,TX,2015,35973
hopkins county,texas,TX,2016,36184
hopkins county,texas,TX,2017,36451
hopkins county,texas,TX,2018,36738
hopkins county,texas,TX,2019,37084
houston county,texas,TX,2010,23682
houston county,texas,TX,2011,23434
houston county,texas,TX,2012,23213
houston county,texas,TX,2013,22809
houston county,texas,TX,2014,22809
houston county,texas,TX,2015,22747
houston county,texas,TX,2016,22897
houston county,texas,TX,2017,23089
houston county,texas,TX,2018,23068
houston county,texas,TX,2019,22968
howard county,texas,TX,2010,34993
howard county,texas,TX,2011,34990
howard county,texas,TX,2012,35495
howard county,texas,TX,2013,36185
howard county,texas,TX,2014,36542
howard county,texas,TX,2015,37123
howard county,texas,TX,2016,36214
howard county,texas,TX,2017,35817
howard county,texas,TX,2018,35925
howard county,texas,TX,2019,36664
hudspeth county,texas,TX,2010,3472
hudspeth county,texas,TX,2011,3412
hudspeth county,texas,TX,2012,3357
hudspeth county,texas,TX,2013,3339
hudspeth county,texas,TX,2014,3306
hudspeth county,texas,TX,2015,3541
hudspeth county,texas,TX,2016,4254
hudspeth county,texas,TX,2017,4604
hudspeth county,texas,TX,2018,4788
hudspeth county,texas,TX,2019,4886
hunt county,texas,TX,2010,86365
hunt county,texas,TX,2011,86687
hunt county,texas,TX,2012,86979
hunt county,texas,TX,2013,87429
hunt county,texas,TX,2014,88639
hunt county,texas,TX,2015,89670
hunt county,texas,TX,2016,91895
hunt county,texas,TX,2017,94046
hunt county,texas,TX,2018,96606
hunt county,texas,TX,2019,98594
hutchinson county,texas,TX,2010,22214
hutchinson county,texas,TX,2011,22024
hutchinson county,texas,TX,2012,22022
hutchinson county,texas,TX,2013,21921
hutchinson county,texas,TX,2014,21915
hutchinson county,texas,TX,2015,21793
hutchinson county,texas,TX,2016,21528
hutchinson county,texas,TX,2017,21343
hutchinson county,texas,TX,2018,21119
hutchinson county,texas,TX,2019,20938
irion county,texas,TX,2010,1607
irion county,texas,TX,2011,1592
irion county,texas,TX,2012,1573
irion county,texas,TX,2013,1610
irion county,texas,TX,2014,1574
irion county,texas,TX,2015,1543
irion county,texas,TX,2016,1562
irion county,texas,TX,2017,1512
irion county,texas,TX,2018,1516
irion county,texas,TX,2019,1536
jack county,texas,TX,2010,9004
jack county,texas,TX,2011,9030
jack county,texas,TX,2012,8992
jack county,texas,TX,2013,8951
jack county,texas,TX,2014,8880
jack county,texas,TX,2015,8883
jack county,texas,TX,2016,8789
jack county,texas,TX,2017,8828
jack county,texas,TX,2018,8825
jack county,texas,TX,2019,8935
jackson county,texas,TX,2010,14091
jackson county,texas,TX,2011,14048
jackson county,texas,TX,2012,14271
jackson county,texas,TX,2013,14610
jackson county,texas,TX,2014,14723
jackson county,texas,TX,2015,14808
jackson county,texas,TX,2016,14873
jackson county,texas,TX,2017,14806
jackson county,texas,TX,2018,14834
jackson county,texas,TX,2019,14760
jasper county,texas,TX,2010,35777
jasper county,texas,TX,2011,36204
jasper county,texas,TX,2012,35854
jasper county,texas,TX,2013,35617
jasper county,texas,TX,2014,35424
jasper county,texas,TX,2015,35266
jasper county,texas,TX,2016,35417
jasper county,texas,TX,2017,35549
jasper county,texas,TX,2018,35769
jasper county,texas,TX,2019,35529
jeff davis county,texas,TX,2010,2344
jeff davis county,texas,TX,2011,2282
jeff davis county,texas,TX,2012,2296
jeff davis county,texas,TX,2013,2231
jeff davis county,texas,TX,2014,2217
jeff davis county,texas,TX,2015,2199
jeff davis county,texas,TX,2016,2231
jeff davis county,texas,TX,2017,2260
jeff davis county,texas,TX,2018,2243
jeff davis county,texas,TX,2019,2274
jefferson county,texas,TX,2010,252455
jefferson county,texas,TX,2011,253494
jefferson county,texas,TX,2012,251605
jefferson county,texas,TX,2013,253079
jefferson county,texas,TX,2014,252897
jefferson county,texas,TX,2015,255112
jefferson county,texas,TX,2016,255748
jefferson county,texas,TX,2017,256041
jefferson county,texas,TX,2018,253234
jefferson county,texas,TX,2019,251565
jim hogg county,texas,TX,2010,5287
jim hogg county,texas,TX,2011,5289
jim hogg county,texas,TX,2012,5277
jim hogg county,texas,TX,2013,5263
jim hogg county,texas,TX,2014,5328
jim hogg county,texas,TX,2015,5296
jim hogg county,texas,TX,2016,5257
jim hogg county,texas,TX,2017,5212
jim hogg county,texas,TX,2018,5192
jim hogg county,texas,TX,2019,5200
jim wells county,texas,TX,2010,40894
jim wells county,texas,TX,2011,41224
jim wells county,texas,TX,2012,41651
jim wells county,texas,TX,2013,41681
jim wells county,texas,TX,2014,41504
jim wells county,texas,TX,2015,41523
jim wells county,texas,TX,2016,41181
jim wells county,texas,TX,2017,40920
jim wells county,texas,TX,2018,40756
jim wells county,texas,TX,2019,40482
johnson county,texas,TX,2010,151264
johnson county,texas,TX,2011,152094
johnson county,texas,TX,2012,153415
johnson county,texas,TX,2013,154535
johnson county,texas,TX,2014,156733
johnson county,texas,TX,2015,159345
johnson county,texas,TX,2016,162763
johnson county,texas,TX,2017,167012
johnson county,texas,TX,2018,171121
johnson county,texas,TX,2019,175817
jones county,texas,TX,2010,20238
jones county,texas,TX,2011,20270
jones county,texas,TX,2012,19870
jones county,texas,TX,2013,20044
jones county,texas,TX,2014,19850
jones county,texas,TX,2015,19966
jones county,texas,TX,2016,19971
jones county,texas,TX,2017,19827
jones county,texas,TX,2018,19866
jones county,texas,TX,2019,20083
karnes county,texas,TX,2010,14889
karnes county,texas,TX,2011,14959
karnes county,texas,TX,2012,14859
karnes county,texas,TX,2013,14727
karnes county,texas,TX,2014,14910
karnes county,texas,TX,2015,15413
karnes county,texas,TX,2016,15494
karnes county,texas,TX,2017,15556
karnes county,texas,TX,2018,15660
karnes county,texas,TX,2019,15601
kaufman county,texas,TX,2010,103872
kaufman county,texas,TX,2011,105199
kaufman county,texas,TX,2012,106553
kaufman county,texas,TX,2013,108248
kaufman county,texas,TX,2014,110872
kaufman county,texas,TX,2015,114055
kaufman county,texas,TX,2016,117904
kaufman county,texas,TX,2017,122628
kaufman county,texas,TX,2018,128279
kaufman county,texas,TX,2019,136154
kendall county,texas,TX,2010,33589
kendall county,texas,TX,2011,34421
kendall county,texas,TX,2012,35551
kendall county,texas,TX,2013,37133
kendall county,texas,TX,2014,38363
kendall county,texas,TX,2015,39938
kendall county,texas,TX,2016,41903
kendall county,texas,TX,2017,43969
kendall county,texas,TX,2018,45603
kendall county,texas,TX,2019,47431
kenedy county,texas,TX,2010,417
kenedy county,texas,TX,2011,438
kenedy county,texas,TX,2012,447
kenedy county,texas,TX,2013,438
kenedy county,texas,TX,2014,437
kenedy county,texas,TX,2015,441
kenedy county,texas,TX,2016,436
kenedy county,texas,TX,2017,427
kenedy county,texas,TX,2018,437
kenedy county,texas,TX,2019,404
kent county,texas,TX,2010,812
kent county,texas,TX,2011,813
kent county,texas,TX,2012,825
kent county,texas,TX,2013,782
kent county,texas,TX,2014,748
kent county,texas,TX,2015,747
kent county,texas,TX,2016,748
kent county,texas,TX,2017,759
kent county,texas,TX,2018,726
kent county,texas,TX,2019,762
kerr county,texas,TX,2010,49643
kerr county,texas,TX,2011,49641
kerr county,texas,TX,2012,49719
kerr county,texas,TX,2013,49787
kerr county,texas,TX,2014,50343
kerr county,texas,TX,2015,50880
kerr county,texas,TX,2016,51426
kerr county,texas,TX,2017,51892
kerr county,texas,TX,2018,52415
kerr county,texas,TX,2019,52600
kimble county,texas,TX,2010,4601
kimble county,texas,TX,2011,4594
kimble county,texas,TX,2012,4525
kimble county,texas,TX,2013,4461
kimble county,texas,TX,2014,4464
kimble county,texas,TX,2015,4391
kimble county,texas,TX,2016,4413
kimble county,texas,TX,2017,4385
kimble county,texas,TX,2018,4338
kimble county,texas,TX,2019,4337
king county,texas,TX,2010,288
king county,texas,TX,2011,258
king county,texas,TX,2012,270
king county,texas,TX,2013,273
king county,texas,TX,2014,263
king county,texas,TX,2015,282
king county,texas,TX,2016,292
king county,texas,TX,2017,289
king county,texas,TX,2018,276
king county,texas,TX,2019,272
kinney county,texas,TX,2010,3590
kinney county,texas,TX,2011,3607
kinney county,texas,TX,2012,3639
kinney county,texas,TX,2013,3632
kinney county,texas,TX,2014,3554
kinney county,texas,TX,2015,3589
kinney county,texas,TX,2016,3636
kinney county,texas,TX,2017,3711
kinney county,texas,TX,2018,3692
kinney county,texas,TX,2019,3667
kleberg county,texas,TX,2010,32037
kleberg county,texas,TX,2011,32029
kleberg county,texas,TX,2012,32097
kleberg county,texas,TX,2013,32021
kleberg county,texas,TX,2014,31891
kleberg county,texas,TX,2015,31413
kleberg county,texas,TX,2016,31304
kleberg county,texas,TX,2017,30752
kleberg county,texas,TX,2018,30722
kleberg county,texas,TX,2019,30680
knox county,texas,TX,2010,3723
knox county,texas,TX,2011,3722
knox county,texas,TX,2012,3730
knox county,texas,TX,2013,3722
knox county,texas,TX,2014,3801
knox county,texas,TX,2015,3792
knox county,texas,TX,2016,3732
knox county,texas,TX,2017,3674
knox county,texas,TX,2018,3662
knox county,texas,TX,2019,3664
